text,true_label,predicted,correct
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",ham,ham,True
But i have to. I like to have love and arrange.,ham,ham,True
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:,ham,ham,True
You were supposed to wake ME up &gt;:(,ham,ham,True
Oic... I saw him too but i tot he din c me... I found a group liao...,ham,ham,True
"Sorry, I'll call later",ham,ham,True
"""HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? F",ham,ham,True
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where",ham,ham,True
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",ham,ham,True
I wont get concentration dear you know you are my mind and everything :-),ham,ham,True
LOL ... Have you made plans for new years?,ham,ham,True
10 min later k...,ham,ham,True
hanks lotsly!,ham,ham,True
Thanks for this hope you had a good day today,ham,ham,True
K:)k:)what are detail you want to transfer?acc no enough?,ham,ham,True
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things,ham,ham,True
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been",spam,ham,False
Si si. I think ill go make those oreo truffles.,ham,ham,True
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON'",ham,ham,True
I hope you that's the result of being consistently intelligent and kind. Start a,ham,ham,True
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",ham,ham,True
Going thru a very different feeling.wavering decisions and coping up with the sa,ham,ham,True
Where did u go? My phone is gonna die you have to stay in here,ham,ham,True
Great. Never been better. Each day gives even more reasons to thank God,ham,ham,True
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade fo",spam,ham,False
"Sorry, I'll call later ok bye",ham,ham,True
Ok i am on the way to railway,ham,ham,True
great princess! I love giving and receiving oral. Doggy style is my fave positio,ham,ham,True
They don't put that stuff on the roads to keep it from getting slippery over the,ham,ham,True
When are you going to ride your bike?,ham,ham,True
"Yup, no need. I'll jus wait 4 e rain 2 stop.",ham,ham,True
There are many company. Tell me the language.,ham,ham,True
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday ,spam,spam,True
"How long has it been since you screamed, princess?",ham,ham,True
"Nothing. I meant that once the money enters your account here, the bank will rem",ham,ham,True
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join ,spam,ham,False
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Ot,ham,ham,True
Ok I'm gonna head up to usf in like fifteen minutes,ham,ham,True
Love you aathi..love u lot..,ham,ham,True
Tension ah?what machi?any problem?,ham,ham,True
"K, can I pick up another 8th when you're done?",ham,ham,True
When're you guys getting back? G said you were thinking about not staying for mc,ham,ham,True
"Almost there, see u in a sec",ham,ham,True
"Yo carlos, a few friends are already asking me about you, you working at all thi",ham,ham,True
Watching tv lor...,ham,ham,True
Thank you baby! I cant wait to taste the real thing...,ham,ham,True
You should change your fb to jaykwon thuglyfe falconerf,ham,ham,True
If we win its really no 1 side for long time.,ham,ham,True
FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message wi,spam,ham,False
Dear reached railway. What happen to you,ham,ham,True
"Depends on quality. If you want the type i sent boye, faded glory, then about 6.",ham,ham,True
I think i've fixed it can you send a test message?,ham,ham,True
"Sorry man my account's dry or I would, if you want we could trade back half or I",ham,ham,True
Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Sup,spam,ham,False
"Sorry,in meeting I'll call later",ham,ham,True
What class of  &lt;#&gt;  reunion?,ham,ham,True
Are you free now?can i call now?,ham,ham,True
Got meh... When?,ham,ham,True
Nope... Think i will go for it on monday... Sorry i replied so late,ham,ham,True
Some of them told accenture is not confirm. Is it true.,ham,ham,True
"Kate jackson rec center before 7ish, right?",ham,ham,True
